"id","business_name","market","website","contact_email","phone","source_url","priority","status","why_fit","next_action"
"11","Klencars","Austin, TX","https://klencars.com/","","","https://klencars.com/","2","to_verify","Mobile detailing, ceramic coating, and quote-focused homepage.","Find valid contact details before outreach."
"12","Savvy Mobile Detail","Dallas-Fort Worth, TX","https://www.savvymobiledetail.com/","","817-793-0348","https://www.savvymobiledetail.com/","1","to_verify","DFW mobile detailing with broad vehicle coverage and visible phone.","Pitch organized quote handling for cars, RVs, boats, and more."
"13","Master Mobile Detail","Phoenix, AZ","https://www.mastermobiledetail.com/","","602-748-8404","https://www.mastermobiledetail.com/","1","to_verify","Phoenix mobile detailing with visible pricing and ceramic coating upsell.","Pitch fast quote replies for high-ticket coating jobs."
"14","Valley Glow Detailing","Phoenix / Gilbert / Chandler / Mesa, AZ","https://www.valleyglowdetailing.com/","","602-642-1374","https://www.valleyglowdetailing.com/","1","to_verify","Mobile detailing with instant quote CTA and clear package tiers.","Verify quote page and personalize around instant quote."
"15","Valleywide Mobile Detailing","Phoenix, AZ","https://www.valleywidedetail.com/","","602-884-2965","https://www.valleywidedetail.com/","2","to_verify","Mobile detailing with visible phone and broad services.","Find email/contact form and check current activity."
"16","Valley Shine Mobile Detailing","Phoenix Metro, AZ","https://valleyshinemobile.com/","","480-522-0035","https://valleyshinemobile.com/","1","to_verify","Phoenix metro mobile crew with next-day/same-week booking positioning.","Pitch lead response speed and follow-up reminders."
"17","D.I. Auto Care","Phoenix, AZ","https://cardetailingphoenix.com/","","","https://cardetailingphoenix.com/","2","to_verify","Phoenix mobile detailing source cited in recent press pages.","Verify official site/contact and avoid if too agency-like."
"18","LVDetailer","Las Vegas, NV","https://www.lvdetailer.com/","","702-327-9810","https://www.lvdetailer.com/","1","to_verify","Mobile Las Vegas detailer with 300+ reviews and quote CTA.","Pitch quote assistant for busy high-volume inquiries."
"19","AOA Detailing","Las Vegas / Henderson, NV","https://www.aoa-detailing.com/","","","https://www.aoa-detailing.com/","2","to_verify","Licensed mobile detailing with premium positioning and quote CTA.","Find contact details and personalize around Nevada climate protection."
"20","Alpha Pro Detailing","Las Vegas, NV","https://www.alphaprodetailinglv.com/","alphadetailingcarcare@gmail.com","702-886-0401","https://www.alphaprodetailinglv.com/","1","to_verify","Mobile detailing with ceramic coating, paint correction, email, and phone.","Email first and mention ceramic coating quote intake."
"21","Lucid Detail","Las Vegas, NV","https://luciddetail.com/","","702-546-6336","https://luciddetail.com/","2","to_verify","Mobile detailing in Las Vegas with visible phone.","Verify service/pricing depth before outreach."
"22","CDK Auto Spa","Atlanta, GA","https://cdkautospa.com/","","","https://cdkautospa.com/","1","to_verify","Luxury mobile detailing with package pricing and customer volume signals.","Find contact and pitch premium lead qualification."
"23","Dynasty Details","Atlanta, GA","https://dynastydetails.com/","","","https://dynastydetails.com/","2","to_verify","Mobile detailing serving Atlanta area with licensed/insured positioning.","Find contact details and verify booking flow."
"24","Cory's Mobile Detailing & Car Wash","Tampa Bay, FL","https://www.corysmobile.com/","","813-412-9093","https://www.corysmobile.com/","1","to_verify","Tampa Bay mobile detailing with quote form and visible phone.","Pitch quote form AI response and follow-up automation."
"25","Sud Brothers Detailing","Tampa, FL","https://www.sudbrothersdetailing.com/","","","https://www.sudbrothersdetailing.com/","2","to_verify","Tampa mobile detailing with membership plans, useful for recurring leads.","Find contact and pitch membership lead follow-up."
"26","Northwest Detailing","Houston / Cypress, TX","https://northwestdetailing.com/","","","https://northwestdetailing.com/","2","to_verify","Houston mobile detailing with ceramic coating and same-week availability positioning.","Find contact and pitch booking/quote assistant."
"27","EZ Detailers","Houston / Pearland, TX","https://www.ezdetailers.com/","","","https://www.ezdetailers.com/","2","to_verify","Family-owned mobile detailer with high-ticket interior detail pricing.","Find email/phone and personalize around family-owned service."
"28","Detailers Express","Houston, TX","https://detailersexpress.net/","","","https://detailersexpress.net/","1","to_verify","Appointment-based mobile detailing with online quote/book CTAs.","Verify contact form and pitch dashboard/follow-up workflow."
"29","Lustra Auto Detailing","Houston, TX","https://lustraautodetailing.com/","lustra.autodetailings@gmail.com","832-264-0667","https://lustraautodetailing.com/","1","to_verify","Premium mobile detailing with email, phone, and estimate CTA.","Email first and mention estimate handling."
"30","Mr.Cleans Mobile Detailing","Orlando, FL","https://www.mrcleansdetailing.com/","","","https://www.mrcleansdetailing.com/","2","to_verify","Orlando/Central Florida mobile detailing with package menu.","Find contact details and pitch package recommendation assistant."
"31","Patty's Mobile Detailing","Orlando, FL","https://www.pattysmobiledetailing.com/","pattysdetailing@gmail.com","407-797-6123","https://www.pattysmobiledetailing.com/","1","to_verify","Established Orlando detailer with mobile and shop service plus email/phone.","Email first and pitch qualification for coating/detail requests."
"32","Shine Rite Mobile Detailing","San Diego / Point Loma, CA","https://shineritemobiledetailing.com/","","619-727-1116","https://shineritemobiledetailing.com/","1","to_verify","Small hands-on mobile service with package paths and visible phone.","Pitch fast quote replies while owner is working jobs."
"33","The Detailer USA","San Diego, CA","https://www.thedetailerusa.com/","","619-888-9402","https://www.thedetailerusa.com/","2","to_verify","Long-running San Diego mobile detailing with large service area.","Verify current contact and pitch lead organization."
"34","Flawless Finish Mobile Detailing & Ceramic Coating","San Diego, CA","https://www.flawlessfinishdetail.com/","vwmiller@gmail.com","619-277-5201","https://www.flawlessfinishdetail.com/","1","to_verify","Certified mobile/detailing and ceramic coating provider with email and phone.","Email first with ceramic coating quote assistant angle."
"35","Cali Mobile Detailing","San Diego, CA","https://www.calimobiledetailing.com/","","760-801-4327","https://www.calimobiledetailing.com/","2","to_verify","Mobile detailing with call/text quote instruction.","Pitch SMS/form lead summary."
"36","Martin's Detailing","Charlotte / Lake Norman, NC","https://www.martinsdetailing.com/","martins.detailing20@gmail.com","704-421-0402","https://www.martinsdetailing.com/","1","to_verify","Family-owned mobile detailing with email/phone and quote CTA.","Email first and mention Charlotte/Lake Norman lead handling."
"37","ProWorx Detailing","Charlotte, NC","https://www.proworxdetailing.com/","","980-272-1903","https://www.proworxdetailing.com/","1","to_verify","Certified ceramic coating/detailing with high-ticket services and visible phone.","Pitch qualification for coating and paint protection inquiries."
"38","VelociDetail","Denver, CO","https://www.velocidetail.com/","Velocidetail@gmail.com","720-278-8254","https://www.velocidetail.com/","1","to_verify","Low-volume premium mobile detailing and coatings with email/phone.","Email first and frame as fewer missed premium inquiries."
"39","My Core Detailing","Denver, CO","https://mycoredetailing.com/","","","https://mycoredetailing.com/","2","to_verify","Denver mobile detailing with request-a-quote CTA and ceramic coating.","Find contact details and personalize around quote request page."
"40","AmenDetailing","Raleigh, NC","https://www.amendetailing.com/","amendetailing@gmail.com","919-353-3684","https://www.amendetailing.com/","1","to_verify","Raleigh mobile detailing and coating service with email/phone.","Email first and pitch AI intake for home/office detail requests."
"41","Lee's Mobile Detailing","Raleigh / Apex / Cary, NC","https://www.leesmobiledetailing.com/","","984-777-1527","https://www.leesmobiledetailing.com/","1","to_verify","Premium mobile detailing with visible phone and strong convenience positioning.","Verify booking form and pitch lead follow-up workflow."
"42","SudBros Mobile Detailing & Ceramic Coating","Seattle, WA","https://sudbrosdetails.com/","","","https://sudbrosdetails.com/","1","to_verify","Seattle mobile detailers with quote CTA and student-run local brand.","Find contact details and pitch fast quote response."
"43","Seal Detail","Seattle, WA","https://sealdetailing.com/","","","https://sealdetailing.com/","1","to_verify","Premium Seattle mobile detailing with quote response speed claim.","Pitch dashboard/follow-up as extension of one-hour quote response."
"44","Level Up Mobile Detailing","Seattle, WA","https://levelupdetail.com/","","","https://levelupdetail.com/","2","to_verify","Seattle mobile detailer with booking CTA and customer-service positioning.","Find contact details and verify current booking flow."
"45","Brite Auto Detailing","Seattle, WA","https://www.briteautodetail.com/","info@briteautodetailing.com","206-613-9543","https://www.briteautodetail.com/","1","to_verify","Seattle mobile-only studio with email, phone, and broad service menu.","Email first and pitch quote assistant for multi-service requests."
"46","Slide In Mobile Detailing LLC","Seattle, WA","https://www.slideinmobiledetail.com/","","","https://www.slideinmobiledetail.com/","2","to_verify","Seattle mobile detailing with established reputation and broad services.","Find contact and avoid generic pitch."
"47","Nashville Mobile Detail","Nashville, TN","https://www.nashvillemobiledetail.com/","Blake@NashvilleMobileDetail.com","615-437-8389","https://www.nashvillemobiledetail.com/","1","to_verify","Nashville detailer with owner email, phone, and online booking.","Email owner directly with fast lead response angle."
"48","Wash Dawgs Detail","Nashville / Middle TN","https://www.washdawgsdetail.com/","","","https://www.washdawgsdetail.com/","2","to_verify","Owner-operated mobile detailing with maintenance options and multiple service areas.","Find contact and pitch recurring lead/follow-up organization."
"49","Kyler's Mobile Detailing","Seattle, WA","https://kylersmobiledetail.com/","","","https://kylersmobiledetail.com/","2","to_verify","Seattle eco-friendly mobile detailing with strong local positioning.","Find contact and personalize around eco-friendly customer segment."
"50","K5 Detailing","Boston, MA","https://k5detailing.com/","","","https://k5detailing.com/","2","to_verify","Boston mobile detailer with 15+ years experience and premium positioning.","Find contact details and pitch quote assistant for premium mobile service."
